242.65 , 12.71 , 128.60 , 114.05 , 117.75 , 1140.47 , 181.52 , -86.15 , 1235.84
242.26 , 12.69 , 129.09 , 113.17 , 114.05 , 1131.69 , 182.08 , -20.66 , 1293.12
241.81 , 12.75 , 129.68 , 112.13 , 113.17 , 1121.30 , 182.64 , -24.75 , 1279.20
240.87 , 12.38 , 130.37 , 110.50 , 112.13 , 1104.97 , 183.19 , -38.87 , 1249.30
239.58 , 12.33 , 131.20 , 108.37 , 110.50 , 1083.71 , 183.74 , -50.63 , 1216.81
238.53 , 12.13 , 132.18 , 106.35 , 108.37 , 1063.54 , 184.27 , -47.46 , 1200.35
237.25 , 11.87 , 133.47 , 103.77 , 106.35 , 1037.75 , 184.79 , -61.41 , 1161.12
235.84 , 11.32 , 134.94 , 100.90 , 103.77 , 1009.00 , 185.29 , -68.44 , 1125.86
234.98 , 10.99 , 136.44 , 98.54 , 100.90 , 985.37 , 185.78 , -55.61 , 1115.55
233.68 , 10.22 , 137.96 , 95.72 , 98.54 , 957.21 , 186.26 , -69.53 , 1073.94
232.53 , 10.46 , 139.44 , 93.09 , 95.72 , 930.90 , 186.73 , -64.96 , 1052.67
423.98 , 11.26 , 141.14 , 282.84 , 93.09 , 2828.41 , 188.14 , 4685.21 , 7701.77
615.64 , 11.72 , 142.81 , 472.83 , 282.84 , 4728.29 , 190.51 , 3653.61 , 8572.41
807.18 , 11.84 , 144.48 , 662.70 , 472.83 , 6627.04 , 193.82 , 3616.66 , 10437.51
812.27 , 12.74 , 145.72 , 666.55 , 662.70 , 6665.49 , 197.15 , 72.55 , 6935.19
1004.62 , 13.29 , 147.22 , 857.40 , 666.55 , 8574.04 , 201.44 , 4598.93 , 13374.41
1004.63 , 12.86 , 148.20 , 856.43 , 857.40 , 8564.33 , 205.72 , -18.15 , 8751.91
810.66 , 13.10 , 132.64 , 678.03 , 856.43 , 6780.25 , 209.11 , -3398.25 , 3591.12
616.62 , 12.82 , 133.11 , 483.51 , 678.03 , 4835.10 , 211.53 , -4471.62 , 575.01
803.68 , 12.76 , 134.06 , 669.63 , 483.51 , 6696.25 , 214.88 , 4379.18 , 11290.31
609.28 , 12.04 , 118.51 , 490.77 , 669.63 , 4907.68 , 217.33 , -3374.67 , 1750.34
415.01 , 11.60 , 102.63 , 312.38 , 490.77 , 3123.80 , 218.89 , -4148.55 , -805.85
414.72 , 11.32 , 119.09 , 295.64 , 312.38 , 2956.35 , 220.37 , -389.42 , 2787.30
608.83 , 12.21 , 119.68 , 489.16 , 295.64 , 4891.56 , 222.82 , 4553.43 , 9667.80
414.15 , 11.71 , 103.76 , 310.38 , 489.16 , 3103.84 , 224.37 , -3373.05 , -44.84
413.70 , 11.86 , 120.00 , 293.70 , 310.38 , 2937.04 , 225.84 , -392.47 , 2770.40
413.30 , 12.06 , 136.51 , 276.80 , 293.70 , 2767.98 , 227.22 , -393.17 , 2602.03
412.55 , 12.00 , 121.18 , 291.37 , 276.80 , 2913.68 , 228.68 , 342.84 , 3485.20
217.31 , 11.53 , 121.55 , 95.77 , 291.37 , 957.66 , 229.16 , -4657.21 , -3470.39
216.58 , 12.01 , 138.28 , 78.31 , 95.77 , 783.07 , 229.55 , -406.02 , 606.60
215.65 , 12.20 , 139.07 , 76.58 , 78.31 , 765.78 , 229.93 , -43.22 , 952.50
214.39 , 12.85 , 140.03 , 74.36 , 76.58 , 743.59 , 230.30 , -55.48 , 918.41
409.41 , 12.93 , 157.51 , 251.90 , 74.36 , 2518.99 , 231.56 , 4438.51 , 7189.06
408.38 , 13.36 , 158.81 , 249.57 , 251.90 , 2495.74 , 232.81 , -44.30 , 2684.25
406.99 , 13.29 , 160.13 , 246.86 , 249.57 , 2468.60 , 234.05 , -64.60 , 2638.05
405.80 , 13.64 , 161.35 , 244.45 , 246.86 , 2444.49 , 235.27 , -56.74 , 2623.02
601.76 , 13.66 , 162.89 , 438.87 , 244.45 , 4388.68 , 237.46 , 4629.03 , 9255.18
405.08 , 14.30 , 163.53 , 241.55 , 438.87 , 2415.51 , 238.67 , -3758.43 , -1104.25
404.29 , 14.13 , 164.55 , 239.74 , 241.55 , 2397.40 , 239.87 , -41.16 , 2596.11
403.53 , 14.42 , 165.51 , 238.01 , 239.74 , 2380.15 , 241.06 , -41.08 , 2580.13
402.64 , 14.28 , 150.10 , 252.55 , 238.01 , 2525.47 , 242.32 , 346.02 , 3113.82
205.28 , 14.41 , 133.43 , 71.86 , 252.55 , 718.55 , 242.68 , -4251.59 , -3290.35
203.74 , 14.21 , 134.47 , 69.27 , 71.86 , 692.69 , 243.03 , -60.85 , 874.86
202.39 , 13.72 , 135.32 , 67.07 , 69.27 , 670.67 , 243.36 , -55.05 , 858.98
201.81 , 13.63 , 136.10 , 65.72 , 67.07 , 657.15 , 243.69 , -33.79 , 867.06
200.93 , 13.76 , 153.44 , 47.49 , 65.72 , 474.92 , 243.93 , -455.59 , 263.26
199.46 , 13.63 , 155.07 , 44.39 , 47.49 , 443.91 , 244.15 , -75.63 , 612.43
199.40 , 13.28 , 156.16 , 43.24 , 44.39 , 432.42 , 244.37 , -29.09 , 647.70
198.46 , 13.94 , 157.41 , 41.05 , 43.24 , 410.50 , 244.57 , -54.79 , 600.28
196.94 , 13.94 , 158.99 , 37.95 , 41.05 , 379.50 , 244.76 , -77.52 , 546.74
195.59 , 13.81 , 160.62 , 34.98 , 37.95 , 349.76 , 244.94 , -74.35 , 520.35
194.06 , 13.27 , 179.11 , 14.95 , 34.98 , 149.51 , 245.01 , -494.43 , -99.90
191.50 , 13.78 , 164.52 , 26.99 , 14.95 , 269.87 , 245.15 , 297.18 , 812.20
189.37 , 13.72 , 166.34 , 23.03 , 26.99 , 230.29 , 245.26 , -98.96 , 376.60
187.42 , 13.59 , 151.37 , 36.05 , 23.03 , 360.53 , 245.44 , 325.59 , 931.56
185.41 , 13.85 , 136.56 , 48.85 , 36.05 , 488.54 , 245.69 , 320.02 , 1054.24
183.45 , 14.25 , 138.24 , 45.21 , 48.85 , 452.14 , 245.91 , -89.86 , 608.20
181.65 , 14.16 , 139.60 , 42.04 , 45.21 , 420.45 , 246.12 , -79.23 , 587.34
383.09 , 14.31 , 141.56 , 241.53 , 42.04 , 2415.30 , 247.33 , 4987.13 , 7649.77
381.65 , 14.13 , 159.86 , 221.79 , 241.53 , 2217.91 , 248.44 , -368.96 , 2097.38
380.33 , 14.07 , 177.93 , 202.40 , 221.79 , 2023.97 , 249.45 , -451.00 , 1822.42
379.04 , 13.82 , 179.34 , 199.69 , 202.40 , 1996.91 , 250.45 , -63.68 , 2183.68
377.99 , 13.88 , 197.43 , 180.56 , 199.69 , 1805.62 , 251.35 , -455.46 , 1601.52
174.07 , 13.27 , 198.32 , -24.24 , 180.56 , -242.43 , 251.23 , -4818.95 , -4810.15
173.18 , 13.51 , 199.48 , -26.30 , -24.24 , -262.98 , 251.10 , -46.70 , -58.57
172.40 , 13.41 , 200.41 , -28.01 , -26.30 , -280.09 , 250.96 , -41.24 , -70.38
171.71 , 13.76 , 201.30 , -29.59 , -28.01 , -295.94 , 250.81 , -38.18 , -83.31
170.86 , 13.85 , 202.02 , -31.16 , -29.59 , -311.65 , 250.66 , -37.85 , -98.85
169.89 , 248.57 , 203.66 , -33.76 , -31.16 , -337.61 , 250.49 , -62.57 , -149.69
168.41 , 248.95 , 204.87 , -36.46 , -33.76 , -364.64 , 250.30 , -46.20 , -160.54
166.75 , 248.92 , 206.51 , -39.77 , -36.46 , -397.67 , 250.11 , -77.72 , -225.29
164.54 , 249.13 , 208.44 , -43.90 , -39.77 , -439.01 , 249.89 , -96.12 , -285.24
162.12 , 248.61 , 210.73 , -48.61 , -43.90 , -486.07 , 249.64 , -110.73 , -347.15
159.57 , 248.66 , 213.14 , -53.57 , -48.61 , -535.70 , 249.38 , -115.42 , -401.75
156.93 , 248.24 , 215.64 , -58.71 , -53.57 , -587.08 , 249.08 , -86.36 , -424.35
154.32 , 248.24 , 218.17 , -63.85 , -58.71 , -638.49 , 248.76 , -120.98 , -510.71
151.88 , 247.57 , 220.47 , -68.59 , -63.85 , -685.93 , 248.42 , -110.32 , -547.83
149.53 , 247.57 , 222.78 , -73.25 , -68.59 , -732.55 , 248.05 , -108.40 , -592.90
147.33 , 13.27 , 224.58 , -77.25 , -73.25 , -772.47 , 247.67 , -91.78 , -616.59
145.35 , 13.38 , 227.37 , -82.02 , -77.25 , -820.22 , 247.26 , -113.68 , -686.64
143.41 , 12.93 , 229.85 , -86.44 , -82.02 , -864.39 , 246.82 , -103.95 , -721.52
141.63 , 12.78 , 232.04 , -90.41 , -86.44 , -904.15 , 246.37 , -92.45 , -750.23
139.99 , 12.75 , 233.90 , -93.91 , -90.41 , -939.07 , 245.90 , -83.14 , -776.30
138.32 , 12.53 , 235.63 , -97.31 , -93.91 , -973.09 , 245.42 , -81.01 , -808.69
136.97 , 246.73 , 233.17 , -96.20 , -97.31 , -962.01 , 244.94 , 26.38 , -690.70
135.44 , 247.08 , 230.18 , -94.75 , -96.20 , -947.47 , 244.46 , 25.29 , -677.72
134.00 , 247.34 , 227.21 , -93.22 , -94.75 , -932.17 , 244.00 , 36.00 , -652.18
132.29 , 247.32 , 224.34 , -92.05 , -93.22 , -920.47 , 243.54 , 27.85 , -649.09
130.95 , 247.06 , 205.15 , -74.20 , -92.05 , -742.05 , 243.16 , 424.83 , -74.05
129.02 , 12.84 , 205.82 , -76.80 , -74.20 , -768.01 , 242.78 , -61.09 , -586.33
127.42 , 12.94 , 190.89 , -63.46 , -76.80 , -634.62 , 242.46 , 321.43 , -70.73
125.28 , 247.54 , 193.39 , -68.11 , -63.46 , -681.10 , 242.12 , -111.99 , -550.96
123.29 , 247.99 , 195.54 , -72.25 , -68.11 , -722.53 , 241.76 , -70.83 , -551.60
120.76 , 248.51 , 197.56 , -76.80 , -72.25 , -768.01 , 241.38 , -107.02 , -633.65
118.37 , 248.90 , 199.97 , -81.60 , -76.80 , -816.03 , 240.97 , -110.39 , -685.45
115.88 , 248.96 , 218.53 , -102.65 , -81.60 , -1026.53 , 240.46 , -489.53 , -1275.61
113.70 , 14.73 , 207.80 , -94.11 , -102.65 , -941.05 , 239.99 , 192.08 , -508.99
111.56 , 249.02 , 210.64 , -99.08 , -94.11 , -990.82 , 239.49 , -115.74 , -867.08
109.40 , 249.23 , 229.52 , -120.12 , -99.08 , -1201.19 , 238.89 , -359.59 , -1321.89
107.37 , 248.78 , 231.58 , -124.21 , -120.12 , -1242.07 , 238.27 , -91.88 , -1095.68
105.32 , 248.46 , 233.75 , -128.43 , -124.21 , -1284.29 , 237.63 , -94.88 , -1141.55
103.33 , 248.12 , 235.90 , -132.57 , -128.43 , -1325.66 , 236.96 , -91.92 , -1180.62
101.38 , 13.35 , 237.34 , -135.96 , -132.57 , -1359.62 , 236.28 , -76.31 , -1199.64
99.50 , 13.09 , 239.13 , -139.63 , -135.96 , -1396.25 , 235.59 , -83.26 , -1243.92
97.67 , 13.05 , 241.15 , -143.49 , -139.63 , -1434.87 , 234.87 , -86.79 , -1286.79
95.76 , 13.30 , 243.18 , -147.41 , -143.49 , -1474.15 , 234.13 , -90.28 , -1330.30
93.84 , 13.89 , 257.29 , -163.44 , -147.41 , -1634.43 , 233.31 , -368.47 , -1769.58
91.80 , 14.11 , 259.09 , -167.29 , -163.44 , -1672.88 , 232.48 , -86.41 , -1526.81
89.76 , 13.93 , 260.87 , -171.11 , -167.29 , -1711.12 , 231.62 , -87.92 , -1567.42
87.56 , 14.01 , 246.32 , -158.75 , -171.11 , -1587.51 , 230.83 , 284.18 , -1072.50
85.30 , 14.23 , 232.05 , -146.75 , -158.75 , -1467.46 , 230.09 , 272.84 , -964.52
82.85 , 248.16 , 239.30 , -156.45 , -146.75 , -1564.49 , 229.31 , -225.66 , -1560.84
80.11 , 248.47 , 246.00 , -165.89 , -156.45 , -1658.89 , 228.48 , -156.02 , -1586.43
77.51 , 482.85 , 253.39 , -175.89 , -165.89 , -1758.87 , 227.60 , -224.68 , -1755.95
74.89 , 482.80 , 276.42 , -201.54 , -175.89 , -2015.36 , 226.60 , -420.48 , -2209.25
72.44 , 482.59 , 299.31 , -226.87 , -201.54 , -2268.70 , 225.46 , -569.30 , -2612.55
70.47 , 247.97 , 477.43 , -406.96 , -226.87 , -4069.56 , 223.43 , -4046.86 , -7892.99
68.88 , 247.51 , 483.82 , -414.94 , -406.96 , -4149.44 , 221.35 , -152.16 , -4080.25
67.99 , 247.51 , 489.50 , -421.51 , -414.94 , -4215.13 , 219.24 , -147.60 , -4143.49
67.03 , 247.41 , 495.09 , -428.06 , -421.51 , -4280.61 , 217.10 , -106.47 , -4169.97
66.29 , 246.89 , 500.21 , -433.93 , -428.06 , -4339.26 , 214.93 , -131.80 , -4256.13
66.00 , 481.46 , 324.04 , -258.04 , -433.93 , -2580.39 , 213.64 , 3952.52 , 1585.77
66.41 , 481.35 , 319.24 , -252.83 , -258.04 , -2528.25 , 212.38 , 86.89 , -2228.98
66.86 , 247.02 , 318.60 , -251.74 , -252.83 , -2517.41 , 211.12 , 24.63 , -2281.66
67.92 , 246.31 , 313.57 , -245.65 , -251.74 , -2456.46 , 209.89 , 140.12 , -2106.45
69.34 , 246.82 , 308.14 , -238.80 , -245.65 , -2388.00 , 208.70 , 155.60 , -2023.70
70.73 , 12.69 , 306.62 , -235.89 , -238.80 , -2358.95 , 207.52 , 64.56 , -2086.87
72.03 , 13.33 , 305.14 , -233.11 , -235.89 , -2331.06 , 206.35 , 64.85 , -2059.86
73.35 , 13.03 , 298.73 , -225.38 , -233.11 , -2253.78 , 205.23 , 179.72 , -1868.84
75.11 , 14.04 , 280.52 , -205.41 , -225.38 , -2054.09 , 204.20 , 453.85 , -1396.04
77.05 , 248.30 , 278.46 , -201.42 , -205.41 , -2014.16 , 203.19 , 91.78 , -1719.19
79.40 , 482.49 , 276.24 , -196.83 , -201.42 , -1968.31 , 202.21 , 77.73 , -1688.37
82.04 , 716.63 , 273.70 , -191.66 , -196.83 , -1916.62 , 201.25 , 86.87 , -1628.49
85.08 , 951.22 , 270.71 , -185.63 , -191.66 , -1856.28 , 200.32 , 101.40 , -1554.56
88.42 , 950.08 , 283.41 , -195.00 , -185.63 , -1949.99 , 199.35 , -156.18 , -1906.82
92.00 , 716.11 , 279.68 , -187.68 , -195.00 , -1876.76 , 198.41 , 162.73 , -1515.62
95.70 , 480.99 , 275.73 , -180.03 , -187.68 , -1800.30 , 197.51 , 173.76 , -1429.04
99.60 , 246.91 , 271.89 , -172.29 , -180.03 , -1722.85 , 196.65 , 176.02 , -1350.19
103.57 , 11.62 , 268.33 , -164.77 , -172.29 , -1647.67 , 195.82 , 168.96 , -1282.89
107.69 , 11.64 , 264.62 , -156.93 , -164.77 , -1569.33 , 195.04 , 178.05 , -1196.24
112.01 , 11.62 , 260.70 , -148.69 , -156.93 , -1486.94 , 194.30 , 187.25 , -1105.40
116.13 , 11.71 , 256.67 , -140.54 , -148.69 , -1405.41 , 193.59 , 183.22 , -1028.60
120.27 , 10.77 , 252.52 , -132.25 , -140.54 , -1322.47 , 192.93 , 188.49 , -941.05
124.21 , 11.83 , 248.26 , -124.05 , -132.25 , -1240.53 , 192.31 , 188.37 , -859.84
128.05 , 12.41 , 244.42 , -116.38 , -124.05 , -1163.76 , 191.73 , 176.47 , -795.57
131.57 , 12.35 , 240.61 , -109.04 , -116.38 , -1090.36 , 191.18 , 164.95 , -734.23
135.46 , 13.18 , 236.76 , -101.30 , -109.04 , -1013.02 , 190.68 , 177.81 , -644.53
139.84 , 14.02 , 232.95 , -93.10 , -101.30 , -931.04 , 190.21 , 188.45 , -552.37
143.48 , 13.89 , 228.82 , -85.34 , -93.10 , -853.42 , 189.79 , 180.51 , -483.12
146.85 , 13.07 , 213.21 , -66.36 , -85.34 , -663.60 , 189.45 , 451.94 , -22.20
150.40 , 14.28 , 209.04 , -58.64 , -66.36 , -586.43 , 189.16 , 185.96 , -211.30
153.61 , 14.08 , 205.20 , -51.59 , -58.64 , -515.91 , 188.90 , 167.91 , -159.10
156.22 , 13.31 , 201.34 , -45.12 , -51.59 , -451.18 , 188.68 , 152.29 , -110.21
159.58 , 13.13 , 181.53 , -21.95 , -45.12 , -219.49 , 188.57 , 558.30 , 527.39
163.17 , 13.68 , 177.49 , -14.32 , -21.95 , -143.24 , 188.50 , 183.73 , 228.99
166.70 , 11.78 , 158.00 , 8.70 , -14.32 , 86.95 , 188.54 , 548.06 , 823.55
170.34 , 12.10 , 154.24 , 16.10 , 8.70 , 160.97 , 188.62 , 187.39 , 536.98
174.19 , 11.92 , 150.53 , 23.66 , 16.10 , 236.60 , 188.74 , 191.47 , 616.81
178.02 , 11.51 , 162.94 , 15.07 , 23.66 , 150.75 , 188.81 , -214.63 , 124.93
181.81 , 11.69 , 171.06 , 10.75 , 15.07 , 107.50 , 188.87 , -106.80 , 189.57
185.49 , 12.20 , 166.92 , 18.57 , 10.75 , 185.73 , 188.96 , 190.82 , 565.52
189.02 , 11.37 , 135.77 , 53.25 , 18.57 , 532.51 , 189.23 , 866.93 , 1588.67
192.24 , 11.94 , 105.23 , 87.01 , 53.25 , 870.05 , 189.66 , 833.45 , 1893.16
195.30 , 22.93 , 74.26 , 121.04 , 87.01 , 1210.45 , 190.27 , 850.98 , 2251.70
198.08 , 22.37 , 43.31 , 154.77 , 121.04 , 1547.68 , 191.04 , 822.53 , 2561.26
200.72 , 21.75 , 28.59 , 172.14 , 154.77 , 1721.38 , 191.90 , 413.56 , 2326.84
203.10 , 256.82 , 24.76 , 178.33 , 172.14 , 1783.33 , 192.79 , 149.27 , 2125.38
205.61 , 257.25 , 25.13 , 180.48 , 178.33 , 1804.76 , 193.69 , 40.07 , 2038.53
208.14 , 246.05 , 22.36 , 185.78 , 180.48 , 1857.79 , 194.62 , 126.26 , 2178.67
210.75 , 481.40 , 20.38 , 190.37 , 185.78 , 1903.65 , 195.58 , 109.19 , 2208.41
213.30 , 716.45 , 255.14 , -41.84 , 190.37 , -418.43 , 195.37 , -4340.33 , -4563.39
216.37 , 716.46 , 264.77 , -48.39 , -41.84 , -483.94 , 195.12 , -72.39 , -361.20
219.39 , 950.78 , 270.18 , -50.79 , -48.39 , -507.95 , 194.87 , -42.87 , -355.95
222.67 , 1186.12 , 280.46 , -57.79 , -50.79 , -577.92 , 194.58 , -124.95 , -508.29
226.36 , 1186.14 , 290.65 , -64.30 , -57.79 , -642.95 , 194.26 , -114.09 , -562.79
230.60 , 1186.21 , 77.48 , 153.12 , -64.30 , 1531.15 , 195.03 , 3781.05 , 5507.23
234.75 , 1186.27 , 89.51 , 145.24 , 153.12 , 1452.40 , 195.75 , -133.48 , 1514.67
239.14 , 952.08 , 101.21 , 137.93 , 145.24 , 1379.31 , 196.44 , -123.89 , 1451.86
243.40 , 717.18 , 102.63 , 140.77 , 137.93 , 1407.71 , 197.15 , 66.05 , 1670.90
247.18 , 482.62 , 103.73 , 143.45 , 140.77 , 1434.49 , 197.86 , 63.03 , 1695.39
250.70 , 248.20 , 100.66 , 150.04 , 143.45 , 1500.38 , 198.61 , 156.88 , 1855.88
254.06 , 248.20 , 97.59 , 156.47 , 150.04 , 1564.73 , 199.39 , 151.40 , 1915.53
257.10 , 248.14 , 94.49 , 162.61 , 156.47 , 1626.09 , 200.21 , 106.72 , 1933.02
260.07 , 248.20 , 92.77 , 167.30 , 162.61 , 1673.02 , 201.04 , 111.72 , 1985.78
263.20 , 482.82 , 98.28 , 164.92 , 167.30 , 1649.18 , 201.87 , -56.09 , 1794.96
266.00 , 717.26 , 94.64 , 171.37 , 164.92 , 1713.66 , 202.73 , 111.18 , 2027.57
269.14 , 717.30 , 91.05 , 178.09 , 171.37 , 1780.92 , 203.62 , 116.98 , 2101.52
272.42 , 951.67 , 87.06 , 185.36 , 178.09 , 1853.57 , 204.54 , 126.34 , 2184.46
276.07 , 962.67 , 90.96 , 185.11 , 185.36 , 1851.14 , 205.47 , -4.20 , 2052.41
279.80 , 962.71 , 86.73 , 193.06 , 185.11 , 1930.61 , 206.43 , 191.50 , 2328.55

