-945.20 , 0 , 0 , 40 , 40
-947.60 , 0 , 0 , 40 , 40
-980.00 , 0 , 0 , 40 , 40
-976.40 , 0 , 0 , 40 , 40
-985.60 , 0 , 0 , 40 , 40
-1011.20 , 0 , 0 , 40 , 40
-1010.40 , 0 , 0 , 40 , 40
-1036.00 , 0 , 0 , 40 , 40
-1074.40 , 0 , 0 , 40 , 40
-1010.80 , 0 , 0 , 40 , 40
-1002.00 , 0 , 0 , 40 , 40
-1068.80 , 0 , 0 , 40 , 40
-1056.00 , 0 , 0 , 40 , 40
-1084.40 , 0 , 0 , 40 , 40
-1090.00 , 0 , 0 , 40 , 40
-1054.80 , 0 , 0 , 40 , 40
-1056.40 , 0 , 0 , 40 , 40
-1065.60 , 0 , 0 , 40 , 40
-1059.60 , 0 , 0 , 40 , 40
-1130.80 , 0 , 0 , 40 , 40
-1124.80 , 0 , 0 , 40 , 40
-1086.40 , 0 , 0 , 40 , 40
-1108.40 , 0 , 0 , 40 , 40
-1103.20 , 0 , 0 , 40 , 40
-1114.80 , 0 , 0 , 40 , 40
-1144.00 , 0 , 0 , 40 , 40
-1097.60 , 0 , 0 , 40 , 40
-1094.40 , 0 , 0 , 40 , 40
-1076.80 , 0 , 0 , 40 , 40
-1073.20 , 0 , 0 , 40 , 40
-1079.60 , 0 , 0 , 40 , 40
-1076.80 , 0 , 0 , 40 , 40
-1084.80 , 0 , 0 , 40 , 40
-1088.80 , 0 , 0 , 40 , 40
-1081.60 , 0 , 0 , 40 , 40
-1048.80 , 0 , 0 , 40 , 40
-1072.80 , 0 , 0 , 40 , 40
-1084.40 , 0 , 0 , 40 , 40
-1094.80 , 0 , 0 , 40 , 40
-1096.00 , 0 , 0 , 40 , 40
-1084.80 , 0 , 0 , 40 , 40
-1073.60 , 0 , 0 , 40 , 40
-1051.20 , 0 , 0 , 40 , 40
-1036.40 , 0 , 0 , 40 , 40
-1029.60 , 0 , 0 , 40 , 40
-1019.60 , 0 , 0 , 40 , 40
-1034.80 , 0 , 0 , 40 , 40
-1033.60 , 0 , 0 , 40 , 40
-1021.60 , 0 , 0 , 40 , 40
-1039.20 , 0 , 0 , 40 , 40
-1021.60 , 0 , 0 , 40 , 40
-1022.40 , 0 , 0 , 40 , 40
-1032.00 , 0 , 0 , 40 , 40
-1032.00 , 0 , 0 , 40 , 40
-1042.00 , 0 , 0 , 40 , 40
-1044.40 , 0 , 0 , 40 , 40
-1036.80 , 0 , 0 , 40 , 40
-1043.60 , 0 , 0 , 40 , 40
-1044.00 , 0 , 0 , 40 , 40
-1017.20 , 0 , 0 , 40 , 40
-1034.40 , 0 , 0 , 40 , 40
-1040.80 , 0 , 0 , 40 , 40
-1032.80 , 0 , 0 , 40 , 40
-1049.60 , 0 , 0 , 40 , 40
-1055.60 , 0 , 0 , 40 , 40
-1058.00 , 0 , 0 , 40 , 40
