-1392.80 , 0 , 0 , 40 , 40
-1411.20 , 0 , 0 , 40 , 40
-1214.40 , 0 , 0 , 40 , 40
-1120.80 , 0 , 0 , 40 , 40
-804.80 , 0 , 0 , 40 , 40
-1236.00 , 0 , 0 , 40 , 40
-1320.80 , 0 , 0 , 40 , 40
-1674.80 , 0 , 0 , 40 , 40
-946.00 , 0 , 0 , 40 , 40
-202.80 , 0 , 0 , 40 , 40
-19.60 , 0 , 0 , 40 , 40
-147.20 , 0 , 0 , 40 , 40
-693.20 , 0 , 0 , 40 , 40
-1131.60 , 0 , 0 , 40 , 40
-1460.80 , 0 , 0 , 40 , 40
-1588.80 , 0 , 0 , 40 , 40
-459.20 , 0 , 0 , 40 , 40
-188.40 , 0 , 0 , 40 , 40
-1118.00 , 0 , 0 , 40 , 40
-691.60 , 0 , 0 , 40 , 40
-1154.80 , 0 , 0 , 40 , 40
-1396.40 , 0 , 0 , 40 , 40
-290.80 , 0 , 0 , 40 , 40
-125.60 , 0 , 0 , 40 , 40
-272.40 , 0 , 0 , 40 , 40
673.20 , 0 , 0 , 40 , 40
655.20 , 0 , 0 , 40 , 40
615.60 , 0 , 0 , 40 , 40
694.00 , 0 , 0 , 40 , 40
-564.00 , 0 , 0 , 40 , 40
27.60 , 0 , 0 , 40 , 40
1112.00 , 0 , 0 , 40 , 40
693.20 , 0 , 0 , 40 , 40
955.20 , 0 , 0 , 40 , 40
489.20 , 0 , 0 , 40 , 40
-506.00 , 0 , 0 , 40 , 40
-1115.60 , 0 , 0 , 40 , 40
-1494.80 , 0 , 0 , 40 , 40
-942.00 , 0 , 0 , 40 , 40
-38.80 , 0 , 0 , 40 , 40
-457.60 , 0 , 0 , 40 , 40
-1873.20 , 0 , 0 , 40 , 40
-1415.60 , 0 , 0 , 40 , 40
-1945.60 , 0 , 0 , 40 , 40
-1032.00 , 0 , 0 , 40 , 40
-783.20 , 0 , 0 , 40 , 40
-1190.40 , 0 , 0 , 40 , 40
-930.40 , 0 , 0 , 40 , 40
-1460.40 , 0 , 0 , 40 , 40
-1295.20 , 0 , 0 , 40 , 40
-1920.80 , 0 , 0 , 40 , 40
-793.20 , 0 , 0 , 40 , 40
-1877.20 , 0 , 0 , 40 , 40
-910.00 , 0 , 0 , 40 , 40
-1209.20 , 0 , 0 , 40 , 40
-947.60 , 0 , 0 , 40 , 40
-94.80 , 0 , 0 , 40 , 40
-267.60 , 0 , 0 , 40 , 40
-271.20 , 0 , 0 , 40 , 40
-243.20 , 0 , 0 , 40 , 40
218.40 , 0 , 0 , 40 , 40
-752.00 , 0 , 0 , 40 , 40
-328.00 , 0 , 0 , 40 , 40
-642.00 , 0 , 0 , 40 , 40
-1060.80 , 0 , 0 , 40 , 40
-660.80 , 0 , 0 , 40 , 40
-887.20 , 0 , 0 , 40 , 40
-960.00 , 0 , 0 , 40 , 40
-425.60 , 0 , 0 , 40 , 40
-837.20 , 0 , 0 , 40 , 40
-1271.20 , 0 , 0 , 40 , 40
-134.80 , 0 , 0 , 40 , 40
-407.20 , 0 , 0 , 40 , 40
-523.20 , 0 , 0 , 40 , 40
316.80 , 0 , 0 , 40 , 40
-112.00 , 0 , 0 , 40 , 40
-866.80 , 0 , 0 , 40 , 40
